Zeitstempel,title,These are the Authors,"Please scan the text. 
Does the study fulfil the eligibility criteria?
- Empirical Study
- Field of Political Communication
- Using Text as Data Method to operationalise a construct of interest 

You may come back to this question if you have started to fill in some fields as well",If no: Why is the study out of scope?,source,language,language_others,"Please name the target construct as described by the authors)
Note: Please use the exact wording of the authors, such as ""affective polarization"", ""semantic complexity"".
If there is more than one construct studied, please separate constructs by a comma (,)",construct_new,method_type,method_name,What is the outcome of the method?,Do you have any comments on the study design?,If yes: What are your comments on the study design?,Are steps of validation reported?,Is there a link to an Appendix/additional Materials/GitHub repository?,"
Is the data for the analysis accessible?",Is the code for the analysis accessible?,E-Mail-Adresse,id,doi,journal,year,n_validation,location,v1,v2,v3,v4
2022-09-06T15:04:06Z,Measuring Agenda Setting in Interactive Political Communication,"Rossiter, Erin L.","Yes, Continue with Coding",NA,"Party Politics: Others, Presidential Debates, online discussion (mturk), In-Person Deliberations",English,NA,Shift in Agenda Setting,Text Attributes,"Unsupervised: Topic Modeling, Unsupervised: Topic Segmentation","LDA, parametric Speaker Identity for Topic Segmentation (SITS)",NA,Yes,Topic Segmentation model builds up on LDA,Yes,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"Measuring_Rossiter,",10.1111/ajps.12653,American Journal of Political Science,2022,4,c,"To do so, I follow a procedure proposed by Grimmer and King (2011) to evaluate “cluster quality,” which is the similarity of the documents (here, segments of the debates) estimated to belong to the same cluster (here, having similar topic distributions). Importantly, I evaluate SITS segments against segments derived from a hand-coding approach. Hand-coded data are from Boydstun, Glazier, and Pietryka (2013) for the 1992, 2004, and 2008 U.S. general election presidential debates. Boydstun, Glazier, and Pietryka hand code several variables from the debate transcripts, including the topic of each question posed to the candidates and the topic of each phrase in the candidates’ responses. Then, they deem a candidate as going “off-topic” and thus, engaging in agenda-setting behavior, if the phrase’s topic does not correspond to the question’s topic. Comparing the segments inferred by SITS to those derived from hand coding required five steps. First, I determined where topic changes occurred (and thus, formed segments of the debates) according to each method. Second, I determined the similarity of these segments according to each method’s topic assignments.10 Third, I set up the exercise outlined by Grimmer and King (2011). Separately with the segments from the SITS and the hand-coding approaches, I drew 25 random pairs of segments with the same most-assigned topic and 25 random pairs of segments with a different most-assigned topic.11 Fourth, four unique MTurk workers rated the similarity of the segments within each pair on a 3-point scale: (1) unrelated, (2) loosely related, or (3) closely related.12 Of interest is each method’s “cluster quality,” which is “the average similarity of pairs of documents from the same cluster minus the average similarity of pairs of documents from different clusters, as judged by human coders one pair at a time” (Grimmer and King 2011, p. 5). The fourth and final step is to use difference in means to compare the two methods. Figure 3 plots this point estimate along with the 80% (thick line) and 95% (thin line) confidence interval. The estimated difference between approaches is positive and significant. Therefore, the Grimmer and King (2011) evaluation suggests SITS can infer segments that are even more coherent than those derived from a hand-coding approach.","assessing the interrelated nature of where shifts in topic occur and the topics themselves by examining the resulting segments of an interaction. Using crowdsourced human judgments, I find that SITS segments are viewed as more coherent than segments derived from a hand-coding approach.",External: Human Annotated Scores,Yes
2022-09-06T15:04:06Z,Measuring Agenda Setting in Interactive Political Communication,"Rossiter, Erin L.","Yes, Continue with Coding",NA,"Party Politics: Others, Presidential Debates, online discussion (mturk), In-Person Deliberations",English,NA,Shift in Agenda Setting,Text Attributes,"Unsupervised: Topic Modeling, Unsupervised: Topic Segmentation","LDA, parametric Speaker Identity for Topic Segmentation (SITS)",NA,Yes,Topic Segmentation model builds up on LDA,Yes,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"Measuring_Rossiter,",10.1111/ajps.12653,American Journal of Political Science,2022,4,d,"In particular, the results for 1992, 2004, and 2008 are in line with results from the hand-coded content analysis. Boydstun, Glazier, and Pietryka (2013) note that in 1992 and 2008, the economy was a salient issue, but in 2004, defense was uniquely more important to the public than the economy. These patterns hold in Figure 4, as we see the 2004 election discussed the economy less than any other election",Face Validation by drawing on knowledge on the salient political issues,Content Validation,No
2022-09-05T15:26:00Z,Estimating Spatial Preferences from Votes and Text,"Kim, In Song; Londregan, John; Ratkovic, Marc","Yes, Continue with Coding",NA,Party Politics: Parliamentary Records,English,NA,Speech Dimension,Text Attributes,"New statistical model, most close to text scaling",Sparse Factor Analysis,NA,Yes,Combining text and votes for estimating spatial locations of MPs,Yes,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"Estimating_Kim,",10.1017/pan.2018.7,Political Analysis,2018,4,a,"Before applying the method, let’s consider the applicability of SFA in this case. First, voting is not always sincere in the US Senate, as there are always motions to recommit, etc. We note, though, that ideal point estimates from the US Congress have been used extensively in other studies and possess high face validity. To be particularly careful, if a bill is voted on several times due to different motions, we only include the final vote in our analysis. Second, we consider the sincerity when speaking. Previous work has shown, albeit in the US House, that floor speeches are expressive rather than deliberative (Hill and Hurley, 2002; Maltzman and Sigelman, 1996). Many floor speeches aren’t even read verbally, but simply entered into the record, also suggesting that floor speeches are vehicles of expression rather than persuasion. For that reason, we feel more comfortable applying the method to floor speeches rather than, say, conference committee meetings",Considerations Applicability Data and Method,Content Validation,Yes
2022-09-05T15:26:00Z,Estimating Spatial Preferences from Votes and Text,"Kim, In Song; Londregan, John; Ratkovic, Marc","Yes, Continue with Coding",NA,Party Politics: Parliamentary Records,English,NA,Speech Dimension,Text Attributes,"New statistical model, most close to text scaling",Sparse Factor Analysis,NA,Yes,Combining text and votes for estimating spatial locations of MPs,Yes,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"Estimating_Kim,",10.1017/pan.2018.7,Political Analysis,2018,4,b,"The left figure contains results from the 108th Senate, a Republican-led session during President George W. Bush’s tenure. The right figure contains results from the 112th Senate, a Democratic-led session during President Barack Obama’s time as President. We find a consistent pattern: for the majority party, the most extreme terms relate to parliamentary control words (consent committee, author meet, meet session). For the minority party, the first dimension identifies ideologically relevant terms. For the Democrats during the 108th Senate, these terms included administr, as the Democrats soured on the current Presidential administration, and health, a centerpiece of the Democratic policy agenda. In the 112th Senate, with the Democrats in the majority, parliamentary control terms switched their ideological polarity, aligning with the Democrats ( meet session, consent committee, author meet). The Republican end of this first dimension reflects that party’s programmatic fiscal concerns (budget, stimulus, debt, trillion).",Inspection of most relevant words,Unsure,Yes
2022-09-05T15:26:00Z,Estimating Spatial Preferences from Votes and Text,"Kim, In Song; Londregan, John; Ratkovic, Marc","Yes, Continue with Coding",NA,Party Politics: Parliamentary Records,English,NA,Speech Dimension,Text Attributes,"New statistical model, most close to text scaling",Sparse Factor Analysis,NA,Yes,Combining text and votes for estimating spatial locations of MPs,Yes,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"Estimating_Kim,",10.1017/pan.2018.7,Political Analysis,2018,4,c,"Next, we look at the preferred outcomes of legislators from the 112th. Points in Figure 4 are shaded in proportion to their first dimensional DW-NOMINATE score, showing the agreement between SFA and DW-NOMINATE on the first dimension (p ρ « 0.93). The left plot labels party leaders, whips, and top chairmen, showing the close relationship between locations on the second dimension and leadership. The first dimension captures the political battle lines, reflecting legislators left vs right policy differences, while the second, vertical, dimension reflects differences in the terms selected by leaders versus the rank and file members.",Comparison with DW-Nominate Scores for vote choice (https://en.wikipedia.org/wiki/NOMINATE_(scaling_method)),External: Criterion data / Predictive validation,Yes
2022-09-05T15:26:00Z,Estimating Spatial Preferences from Votes and Text,"Kim, In Song; Londregan, John; Ratkovic, Marc","Yes, Continue with Coding",NA,Party Politics: Parliamentary Records,English,NA,Speech Dimension,Text Attributes,"New statistical model, most close to text scaling",Sparse Factor Analysis,NA,Yes,Combining text and votes for estimating spatial locations of MPs,Yes,Yes,Yes,Yes,lukas.birkenmaier@outlook.de,"Estimating_Kim,",10.1017/pan.2018.7,Political Analysis,2018,4,d,"Scaling results informed by only words (α “ 1). We also apply SFA using only information from words. This is not our preferred model, as it ignores vote data, yet SFA still uncovers structure in the text data. [...] Figure 6 contains the top ten words at each of the first six dimensions of the 112th Senate. We note that the positive and negative level distinction along the y-axis is wholly arbitrary, as we only identify term levels up to a sign. Looking at the first column, we find that the first dimension starts with a set of non-controversial terms. These include parliamentary procedural terms (as opposed to parliamentary control terms) such as today wish, madam rise, and colleague support. Also on the non-controversial side are martial terms with universally positive affect during this Congress such as army, air forc, and deploy. On the other side are words that will be used in to differentiate issues in other dimensions, such as tax, vote, and peopl. The other dimensions have at their extremes words connoting some underlying dimension of policy. For example, the second dimension ranges from judiciary and women’s issues at one end to fiscal concerns at the other; the fourth goes from a broad set of social welfare concerns to the consideration of judicial nominees. These lower dimensions adapt to the issues of the day. Tobacco, for example is present in the 105th Senate; Iraq comes and goes as an issue, and health care goes from dealing with seniors and Medicare in the 107th Senate to dealing with students and families in the 112th. Even without including votes in",Visual inspection of word wheights in a scaling model,Content Validation,No
2022-09-12T15:47:26Z,"A General Model of Author “Style” with Application to the UK House of Commons, 1935–2018","Huang, Leslie; Perry, Patrick O.; Spirling, Arthur","Yes, Continue with Coding",NA,Party Politics: Parliamentary Records,English,NA,distinctiveness in speech,Text Attributes,Unsupervised: Statistical Model based on Word Frequencies,not named,NA,No,NA,Yes,Yes,No,No,lukas.birkenmaier@outlook.de,"A_Huang,",10.1017/pan.2019.49,Political Analysis,2020,4,a,"One basic requirement is that our method ought to label “intrusive” texts, i.e. ones that were not clearly produced by the parliamentary data generating process, as distinctive. To put this to the test, we took the set of backbenchers from a modern session (2015–2016) added to them the State of the Union speeches given by U.S. President Barack Obama. We randomly sampled n “speeches” of m sentences each from the SotU speeches, where n is the mean speeches per MP and m is the mean speech length in sentences for the 2015 session. Aer inserting Obama in the corpus, we select the vocabulary using our standard cross-validation procedure. We used Obama because although his works are approximately contemporaneous with our data, his style is distinctive relative to our MPs: they come from an American rather than British political system, and they are long oratories consumed by the general public rather than speeches directed primarily at other politicians. With that in mind, our model should identify Obama as easily the most distinctive author. As we see from Figure 1, this is indeed the case: Obama’s ƒt point estimate is by far the largest in the data and appears at the far top right. Its confidence interval does not overlap with any other MP in the distribution (note that we do not include every MP in the graphic due to limited space, but we do include the full range in terms of distinctiveness estimates). Of course, such a test might be cherry-picking, and there is no obvious baseline for performance (other than identifying the intruder).7 So we now turn to a domain-specific assessment.",Intrusion of outlier speeches,Content Validation,Yes
2022-09-12T15:47:26Z,"A General Model of Author “Style” with Application to the UK House of Commons, 1935–2018","Huang, Leslie; Perry, Patrick O.; Spirling, Arthur","Yes, Continue with Coding",NA,Party Politics: Parliamentary Records,English,NA,distinctiveness in speech,Text Attributes,Unsupervised: Statistical Model based on Word Frequencies,not named,NA,No,NA,Yes,Yes,No,No,lukas.birkenmaier@outlook.de,"A_Huang,",10.1017/pan.2019.49,Political Analysis,2020,4,b,"For more substantive performance evaluation, we look at the “most distinctive” and “least distinctive” backbench MPs for the parliamentary sessions on either side of Blair’s election landslide in 1997 (that is, 1995–1996 and 1998–1999). This has the advantage of being a period in which (a) control of the Commons switched (from Conservative to Labour), meaning we have variation in the party of the backbenchers, and (b) there are academic accounts which help ground our understanding of MPs at this time (Cowley 2002; Spirling and Quinn 2010; Kellermann 2012). In terms of measurement, we use a convergent validity approach: we compare our measure to another (computed independently) and show that they are related as expected.

To see how we proceed in practice, note that for each MP t , in each session, we have an estimate of their distinctiveness in log-odds terms: our ƒ, above. For current purposes, however, we focus on something related but more concrete and directly interpretable: the proportion of their speeches which are correctly predicted as being from them relative to all other MPs (proportion of speeches correctly predicted, or “PCP,” in the tables below). We use fivefold cross-validation to fit a model to texts from a given session, predict the speakers of held-out texts using this model, and calculate each speaker’s rate of correct predictions; we report each speaker’s mean PCP. To validate these estimates, we consider their extrema—their minimums and maximums. In the subsection tables below, we list the twenty names of the MPs who were most distinct and least distinct by this measure (subject to having made a minimum of twenty speeches). We do this for the two sessions in question: one in 1995–1996 and one in 1998–1999. We also list the number of mentions of each MP in the Times newspaper archives (via Gale Group Digital Archive) for the same period, specifically the “Politics and Parliament” subsection of the “News.”","criterion validity (even tough they claim it to be convergent validity, but the comparison is with MP mentions in the TIME newspaper and thus an external criterion)",External: Criterion data / Predictive validation,Yes
2022-09-12T15:47:26Z,"A General Model of Author “Style” with Application to the UK House of Commons, 1935–2018","Huang, Leslie; Perry, Patrick O.; Spirling, Arthur","Yes, Continue with Coding",NA,Party Politics: Parliamentary Records,English,NA,distinctiveness in speech,Text Attributes,Unsupervised: Statistical Model based on Word Frequencies,not named,NA,No,NA,Yes,Yes,No,No,lukas.birkenmaier@outlook.de,"A_Huang,",10.1017/pan.2019.49,Political Analysis,2020,4,c,"More substantively, we note the presence of several Labour “rebels” among the most distinct. These include Tony Benn, Diane Abbott, John McDonnell, Roger Berry, and Tam Dalyell, all of whom consistently voted against the Labour government’s plan to reform the welfare state.8 Peter Temple-Morris was a party switcher, and “interesting” for that reason—he was elected as a Tory MP in 1997, but then crossed the floor to Labour the same year. The most interesting MPs here include Stuart Bell, who was the Church Estates Commissioner, meaning that he was one of the managers of the Church of England’s property. David Hinchliffe, chairman of the Select Committee on Health, was subsequently extremely critical of the Blair government’s proposed reforms to the National",face validity of most extreme MPs,Content Validation,Yes
2022-09-12T15:47:26Z,"A General Model of Author “Style” with Application to the UK House of Commons, 1935–2018","Huang, Leslie; Perry, Patrick O.; Spirling, Arthur","Yes, Continue with Coding",NA,Party Politics: Parliamentary Records,English,NA,distinctiveness in speech,Text Attributes,Unsupervised: Statistical Model based on Word Frequencies,not named,NA,No,NA,Yes,Yes,No,No,lukas.birkenmaier@outlook.de,"A_Huang,",10.1017/pan.2019.49,Political Analysis,2020,4,d,"Finally, with respect to a broader understanding of validity, we ask what exactly we are capturing as “distinctiveness” in our measure? As regards our comments at the opening of Section 2, is it mere “phrasing” (different ways of saying the same thing) or “substance” (saying something different)? Put more directly with respect to the extant literature, does our model “improve” (in fit terms at least) over the original Mosteller and Wallace (1963) approach and capture something more than function word usage?

To assess this, we conducted a simple experiment. We ran a special case of the estimation using only the seventy function words (i.e. stop words) from the original Mosteller and Wallace (1963) study. Our contention is that if our model is simply capturing idiosyncratic stylistic differences (in the narrow sense meant in that earlier literature), the restricted version should perform approximately as well as the more general one that uses all words in the vocabulary. Studying Figure 2, we see this is clearly false: there, the bottom line with triangle points is the mean prediction rate (for each speaker, with fivefold cross-validation) from the stop word model. The top line is the mean prediction rate from our model, which has no restrictions on stop words (as in the rest of this paper). It performs about three to five times as well as the pure phrasing model, on average. This implies that there is certainly something more than expressive manner going on: we happily refer to that residual variation as “substance.” This does not mean, of course, that the Mosteller and Wallace (1963) approach vocabulary is “wrong” (it is just a special case of ours), but it does suggest our model is doing something statistically useful in terms of capturing practical variation between contemporaneous MPs. Why do we see this performance difference? From inspection, we note that the fit improvement comes mostly from the middle of the distribution (that is, both our approach and the more simple one perform similarly for the most and least distinctive MPs but not for the median and mean—at least for the sessions we looked at in detail). We suspect this is because while almost everyone will have non-zero use of all of the Mosteller and Wallace (1963) words, our richer vocabulary has much higher variance in use. At the top of the distribution—MPs who are distinctive whatever the vocabulary—this makes no difference. Conversely, at the bottom of the distribution—MPs who use neither vocabulary very much—this also makes no difference. But for MPs in the middle, our much larger vocabulary offers more opportunities to distinguish oneself (for a fixed amount of speaking), and, thus, our model does better for these people. Before moving to the results, we note that readers may be qualitatively interested in the underlying tokens that affect distinctiveness of individuals in the model: in Appendix C, we discuss how these might be obtained and examined.",Evaluation of Model Outputs with small subset of data (only stopwords) to test model features,Content Validation,No
2022-11-08T12:38:53Z,Convergent news? A longitudinal study of similarity and dissimilarity in the domestic and global coverage of the Israeli-Palestinian conflict,"Baden, Christian; Tenenboim-Weinblatt, Keren","Yes, Continue with Coding",NA,Newspaper,Others,"Hebrew, Arabic, English, German",Text similiarity,Text Attributes,"Rule-based: Development dictionary, Evolutionary Factor Analysis","dictionary, Evolutionary Factor Analysis",NA,Yes,Mh identification of text similiarity using a dictionary and factor analysis on co-occurences of topics,Yes,No,NA,NA,lukas.birkenmaier@outlook.de,"Convergent_Baden,",NA,Journal of Communication,2017,1,a,"The resulting dictionary contains between 6,500 and 10,500 search terms and more than 34,000 disambiguation criteria for each language, and achieved an average precision of 0.89 with an average recall of 0.94 (validation on 3000 sentences per language; no value below 0.76)",Dictionary: Accuracy,External: Human Annotated Scores,No
2022-11-30T14:05:51Z,A territorial dispute or an agenda war? A cross-national investigation of the network agenda-setting (NAS) model,"Su, Yan; Hu, Jun","Yes, Continue with Coding",NA,Social Media: Twitter,Others,"Mandarin, Japanese, English","Theme, Valence, Directionality",Text Attributes,Supervised: Machine Learning,SVM,NA,No,NA,NA,No,NA,NA,lukas.birkenmaier@outlook.de,"A_Su,",10.1080/19331681.2020.1756553,Journal of Information Technology & Politics,2020,3,a,"es. Specifically, we first
divided the annotated samples into “training set”
(70%) and “testing set” (30%). We then used 70% of
the manually annotated samples (N = 2,099) to train
the SVM. To test the performance of the trained algo-
rithm, we predicted coded variables with the testing
set by the SVM and compared its result with the same
30% of the manually coded sample. As Table 1 shows,
all our SVM models achieved satisfactory
performance.",hand-coding,External: Human Annotated Scores,Yes
2022-11-30T14:05:51Z,A territorial dispute or an agenda war? A cross-national investigation of the network agenda-setting (NAS) model,"Su, Yan; Hu, Jun","Yes, Continue with Coding",NA,Social Media: Twitter,Others,"Mandarin, Japanese, English","Theme, Valence, Directionality",Text Attributes,Supervised: Machine Learning,SVM,NA,No,NA,NA,No,NA,NA,lukas.birkenmaier@outlook.de,"A_Su,",10.1080/19331681.2020.1756553,Journal of Information Technology & Politics,2020,3,b,"To further confirm the SVM performance, we
calculated the false positive (FP) and false-negative
(FN) percentages as additional metrics for the
machine-learning algorithm. Figure 1 shows the
heat charts of the coded data. Upon this basis,
cross-validations of all metrics (CV = 5) were
conducted. We used the K-fold method to split
the sample into training set and testing set, thelatter being 1/5 of the full sample. Initially, we
selected the first 1/5 for testing. Next, we iterated
this process five times per the figure. As a result,
all five iterates yielded similar outputs. Hence,
these SVM models performed satisfactorily and
were safe to be used to detect the variables in the
rest of the corpus","""error analysis"" light",Content Validation,Yes
2022-11-30T14:05:51Z,A territorial dispute or an agenda war? A cross-national investigation of the network agenda-setting (NAS) model,"Su, Yan; Hu, Jun","Yes, Continue with Coding",NA,Social Media: Twitter,Others,"Mandarin, Japanese, English","Theme, Valence, Directionality",Text Attributes,Supervised: Machine Learning,SVM,NA,No,NA,NA,No,NA,NA,lukas.birkenmaier@outlook.de,"A_Su,",10.1080/19331681.2020.1756553,Journal of Information Technology & Politics,2020,3,c,"In addition, to ensure transparency of the black box
of coding, Figure 2 exhibits the top 10 impact factors of
each variable coded by SVM. In other words, upon
completion of training and performance tests, SVM
coded the sample based on these high-frequency words.",Feature Importance,Content Validation,No
2022-11-28T10:15:06Z,Fine-Grained Analysis of Diversity Levels in the News,"Amsalem, Eran; Fogel-Dror, Yair; Shenhav, Shaul R.; Sheafer, Tamir","Yes, Continue with Coding",NA,Newspaper,English,NA,news diversity,Text Attributes,"Supervised: Machine Learning, Unsupervised: Topic Modeling",not named,NA,No,NA,NA,No,NA,NA,lukas.birkenmaier@outlook.de,"Fine-Grained_Amsalem,",10.1080/19312458.2020.1825659,Communication Methods and Measures,2020,2,a,"Table 2 presents the full list of economic topics identified using our automated system. These are
the topics we later use to analyze diversity. As the table shows, the economic categories are distinct
from one another and represent highly relevant aspects of the economic domain, such as banking,
commerce, employment, investments, taxes, and many more.3 To ensure that the computational
tools we are using produce a valid classification of economic topics in the news, we have systematically
compared the outputs of our system with human judgment. The validation procedure, which
is presented in more detail in Online Appendix A, yielded sufficient intercoder reliability scores for
the coding of economic topics in texts (Krippendorff’s α = .9). As for validity, in 97% of the cases, the
human judges have coded news articles as dealing with the same economic topics the automatic
system has identified.",Topic Model: hand-coding,External: Human Annotated Scores,Yes
2022-11-28T10:15:06Z,Fine-Grained Analysis of Diversity Levels in the News,"Amsalem, Eran; Fogel-Dror, Yair; Shenhav, Shaul R.; Sheafer, Tamir","Yes, Continue with Coding",NA,Newspaper,English,NA,news diversity,Text Attributes,"Supervised: Machine Learning, Unsupervised: Topic Modeling",not named,NA,No,NA,NA,No,NA,NA,lukas.birkenmaier@outlook.de,"Fine-Grained_Amsalem,",10.1080/19312458.2020.1825659,Communication Methods and Measures,2020,2,b,"The result of this stage was a large training set of labeled sentences, compiled with minimal
human effort, that we used to train a deep-learning supervised classifier on hundreds of topics. This
classifier was then used to identify topics in new news articles. We implemented this method on
a dataset containing all news articles published in close to 700 newspapers over more than 22 years
(January 1995–July 2017). In all, about 30 million news articles were used to train 20 topic models on
different issues (e.g., the economy, defense, crime, education). After transforming the outputs of all
topic models, we aggregated the resulting groups of sentences into a very large training set containing
about 100 million sentences, which we labeled with 651 different categories; in other words, we decomposed each of the 20 general issue domains to more than 30 sub-domains, on average. The 651
categories represent a broad range of political and social issues, including sub-topics of the economy,
education, health, immigration, transportation, and the like.
At this point, we have included each article’s title as contextual information to improve the
classification accuracy of each of its sentences, as a sentence may be better understood given some
context. This training set of labeled sentences combined with their titles was used to train a deep
learning classifier to identify each category at the sentence level. The model reached precision (the
percentage of sentences where one of the identified categories was correct, from all identified
sentences) of 75%, and recall (the percentage of sentences where the model succeeded to identify
a category, from all expected sentences) of 76%, on a held-out dataset of one million sentences.",using Topic model output as training data for ML,External: Scores from other CATM,No
2022-09-06T10:45:25Z,"Right-Wing, Populist, Controlled by Foreign Powers? Topic Diversification and Partisanship in the Content Structures of German-Language Alternative Media","Müller, Philipp; Freudenthaler, Rainer","Yes, Continue with Coding",NA,Newspaper,Others,German,Topic Diversification,Topics,Unsupervised: Topic Modeling,LDA,NA,No,NA,Yes,No,NA,NA,lukas.birkenmaier@outlook.de,"Right-Wing,_Müller,",10.1080/21670811.2022.2058972,Digital Journalism,2022,1,a,"In the last step, two researchers independently validated and labeled the topics of the 70-topic solution based on an in-depth reading of the documents, using both lists of the most common words in each topic (at k ¼ .6, see Sievert and Shirley 2014, 67) and full articles with the highest k under each topic and coherence indicator to guide their decisions; they discussed their independent assessments to arrive at the final set of topics. During this step, boilerplate topics (which occur in many articles and are not internally coherent, see DiMaggio, Nag, and Blei 2013, 568; Maier et al. 2018, 108) were removed and similar topics were grouped together, resulting in 14 groups of topics encompassing the 66 remaining topics, which are summarized in Table 1",Human Evaluation of Topics by two independent researchers,Content Validation,No
2022-09-06T11:18:08Z,Connecting the (Far-)Right Dots: A Topic Modeling and Hyperlink Analysis of (Far-)Right Media Coverage during the US Elections 2016,"Kaiser, Jonas; Rauchfleisch, Adrian; Bourassa, Nikki","Yes, Continue with Coding",NA,Newspaper,English,NA,convergence of topics,Topics,Unsupervised: Topic Modeling,structural topic model analysis (STA),NA,No,NA,Yes,No,NA,NA,lukas.birkenmaier@outlook.de,"Connecting_Kaiser,",10.1080/21670811.2019.1682629,Digital Journalism,2020,1,a,"We randomly selected 100 articles and automatically assigned the topic with a probability above 0.49 to the article. Two coders without specific training coded the topics. The intercoder-reliability score between the two coders and the topic model was with a Krippendorff’s alpha of 0.67 acceptable for our case. When the more generic Republican topics are merged the alpha is even over 0.7. This is surprisingly high as most documents have a mix of topics (e.g., economy and republican primaries)",Comparison with 100 hand coded articles,External: Human Annotated Scores,No
2022-09-06T17:04:49Z,Machine Translation Vs. Multilingual Dictionaries Assessing Two Strategies for the Topic Modeling of Multilingual Text Collections,"Maier, Daniel; Baden, Christian; Stoltenberg, Daniela; De Vries-Kedem, Maya; Waldherr, Annie","Yes, Continue with Coding",NA,"Newspaper, Social Media: Twitter",Others,"Hebrew, Arabic, English",Topics,Topics,"Unsupervised: Topic Modeling, Rule-based: Adjusted dictionary",Structural Topic Models (STM),NA,Yes,"Two ""Preprocessing"" steps are compared to deal with multilingual texts for LDA",Yes,Yes,No,No,lukas.birkenmaier@outlook.de,"Machine_Maier,",10.1080/19312458.2021.1955845,Communication Methods and Measures,2022,3,a,"The dictionary was repeatedly validated and improved until it achieved precision and recall scores well in excess of .75 in each language (see Baden & Stalpouskaya, 2015; Tenenboim-Weinblatt & Baden, 2021 for more detail). As the dictionary uses structural features of the documents (e.g., word distances, syntactic structure) for concept identification and disambiguation,8 the dictionary was applied to the unprocessed text",reference to previous validation excercise,Content Validation,Yes
2022-09-06T17:04:49Z,Machine Translation Vs. Multilingual Dictionaries Assessing Two Strategies for the Topic Modeling of Multilingual Text Collections,"Maier, Daniel; Baden, Christian; Stoltenberg, Daniela; De Vries-Kedem, Maya; Waldherr, Annie","Yes, Continue with Coding",NA,"Newspaper, Social Media: Twitter",Others,"Hebrew, Arabic, English",Topics,Topics,"Unsupervised: Topic Modeling, Rule-based: Adjusted dictionary",Structural Topic Models (STM),NA,Yes,"Two ""Preprocessing"" steps are compared to deal with multilingual texts for LDA",Yes,Yes,No,No,lukas.birkenmaier@outlook.de,"Machine_Maier,",10.1080/19312458.2021.1955845,Communication Methods and Measures,2022,3,b,"Following the modeling stage, the obtained models were validated and compared using both quantitative and qualitative procedures. For the quantitative comparison, we calculated the extent to which different topic models obtained from the respective methodological approaches break down the variation included in each corpus in similar ways. To do so, we use the Correlation Matrix Distance (CMD), a distance measure designed to determine the (dis)similarity between two quadratic correlation matrices (Herdin et al., 2005; Motta & Baden, 2013). Theoretically, the CMD ranges from one (no association between both matrices) to zero (both correlation matrices are identical, up to a scale factor). For this estimation, we depart from the compared topic models’ n � k-sized document-topic (θÞ matrices, wherein each of the n ¼ 1; . . . ; N rows correspond to a document in the respective corpus, and each of the k ¼ 1; . . . ; K columns to a topic in the respective topic model. In these matrices, the cell entries θnk represent the probability of document n to contain a given topic k – usually interpreted as the topic proportion that the respective document contains. Since the identity of the compared topics is uninformative for the comparison (i.e., one can permutate the order of topics (columns) in each matrix without changing the structural similarity), we transform the raw θ matrices into quadratic correlation matrices by calculating the dot product of θ with its transpose θT. As a result, we obtain, for each topic model, an n � n matrix C that reflects the extent to which different documents are composed of the same topics. The CMD then computes the distance between each pair of matrices C, which provides a direct measure of the extent to which the topics obtained by two compared topic models are distributed in (dis)similar ways over the same set of documents. Since the dimensionality of C depends solely on the number of the n documents, this transformation allows us to compare the θ’s of different topic models independently of their number of topics K. Formula 1 defines the CMD for the two correlation matrices CMTand CMD that result from the two methods under investigation, as denoted by their subscripts",calculated the extent to which different topic models obtained from the respective methodological approaches break down the variation included in each corpus in similar ways,Unsure,Yes
